Entry Date,Client Name,Client Code,GL Account Number,Transaction Amount
29052020,othuvyqrbi,L64QMHE,00000000886,37763
29052020,tcfgbvnvsh,JVOS6XW,00000000552,14882
29052020,whhijhyiuj,5WH0QHI,00000000414,13001
29052020,lendyqsaor,H0MC52R,00000000614,21220
29052020,eeqofmwauu,QKC05WS,00000000481,45185
29052020,dtnyxdiqhe,OKJWYWT,00000000528,24781
29052020,krfqoyrxrq,B4L0SLH,00000000274,23990
29052020,uebyjhhdcu,01GG7EY,00000000560,47166
29052020,bjjahzlkps,BV3MOY8,00000000462,10331
29052020,qhjzwpexrv,7ZBWPQO,00000000605,19190
29052020,tarlvgkkbs,ONNDLYP,00000000368,24596
29052020,adajssvqom,H59RG6S,00000000394,13818
29052020,gswbienbrg,6YKL9B2,00000000613,14678
29052020,rlqyafbelx,AKOVMWN,00000000269,16909
29052020,stzyeonwma,RU4TNXA,00000000800,26179
29052020,nhkeibxbhk,KNX37ED,00000000622,39082
29052020,ivqrqvswnh,HZ0I2XP,00000000673,262
30052020,skxtbmorqg,0IHBN61,00000000176,21663
30052020,eubedwggra,S3BPJHL,00000000245,11425
30052020,lugraxgtdl,UXEF10Z,00000000770,35699
30052020,sufwetkndt,X9KQSIN,00000000144,21426
30052020,jvoocqsaoe,M482FOI,00000000157,41055
30052020,pekvsblwsp,BQ56I3Q,00000000216,6231
30052020,xubillqdah,AYP1C8V,00000000371,19910
30052020,xyqkeucbam,8QEXLPK,00000000675,8213
30052020,hdmlrfgtae,YC96XYN,00000000219,17197
30052020,uoqldgabrm,WHHQASK,00000000433,45623
30052020,hekctgfgxq,LHNO10H,00000000322,6958
30052020,lvpjahvhmr,LB8BL5C,00000000714,15838
30052020,ejuxcmmaek,OGSKED0,00000000633,6059
30052020,hanjxzlwyn,3AI8OMB,00000000144,13285
30052020,pjfnsahhoq,EVPF8W6,00000000313,23250
30052020,dgqmllimnt,BJQ64E2,00000000850,38914
30052020,mnvuswvobz,JNEJDON,00000000683,15520
30052020,fulfkerotr,K8I0MP2,00000000686,27884
30052020,qkleaqhbkl,1YXCKNC,00000000279,13422
30052020,hxebqiqitt,F7DSA19,00000000547,18015
30052020,vubbqzxasd,R9ZHNO0,00000000392,45081
30052020,nrvpsyuklj,3WJSA5K,00000000289,24916
30052020,gnkvbanala,77K4JHP,00000000417,5353
30052020,xfhlcyeynf,246X19K,00000000747,21017
30052020,xccihzaaiz,EHTRXJI,00000000202,21148
30052020,vpvaugersy,UMFGI73,00000000239,25255
30052020,kygemlzuxu,7P2A772,00000000818,22989
30052020,iqfamrfkkp,JZMGHOB,00000000379,37848
30052020,mqpclwwqhy,5KHDF3E,00000000815,33709
30052020,dpjzmffbsq,UAK14JA,00000000482,11345
30052020,bbwsfcfjci,N98W1UV,00000000747,49311
30052020,fimrejkfty,5CVNYZV,00000000622,31595
30052020,othuvyqrbi,L64QMHE,00000000395,10136
30052020,tcfgbvnvsh,JVOS6XW,00000000816,29839
30052020,whhijhyiuj,5WH0QHI,00000000767,45558
30052020,lendyqsaor,H0MC52R,00000000805,48817
30052020,eeqofmwauu,QKC05WS,00000000143,49176
30052020,dtnyxdiqhe,OKJWYWT,00000000392,19460
30052020,krfqoyrxrq,B4L0SLH,00000000700,25054
30052020,uebyjhhdcu,01GG7EY,00000000598,2122
30052020,bjjahzlkps,BV3MOY8,00000000785,48827
30052020,qhjzwpexrv,7ZBWPQO,00000000196,14978
30052020,tarlvgkkbs,ONNDLYP,00000000367,11642
30052020,adajssvqom,H59RG6S,00000000618,46836
30052020,gswbienbrg,6YKL9B2,00000000476,25898
30052020,rlqyafbelx,AKOVMWN,00000000530,11741
30052020,stzyeonwma,RU4TNXA,00000000247,32421
30052020,nhkeibxbhk,KNX37ED,00000000330,41357
30052020,ivqrqvswnh,HZ0I2XP,00000000890,13697
31052020,skxtbmorqg,0IHBN61,00000000478,30255
31052020,eubedwggra,S3BPJHL,00000000240,4530
31052020,lugraxgtdl,UXEF10Z,00000000816,38430
31052020,sufwetkndt,X9KQSIN,00000000569,18792
31052020,jvoocqsaoe,M482FOI,00000000377,6088
31052020,pekvsblwsp,BQ56I3Q,00000000703,22865
31052020,xubillqdah,AYP1C8V,00000000437,28036
31052020,xyqkeucbam,8QEXLPK,00000000701,30571
31052020,hdmlrfgtae,YC96XYN,00000000133,39221
31052020,uoqldgabrm,WHHQASK,00000000760,46220
31052020,hekctgfgxq,LHNO10H,00000000858,14554
31052020,lvpjahvhmr,LB8BL5C,00000000508,3262
31052020,ejuxcmmaek,OGSKED0,00000000753,27080
31052020,hanjxzlwyn,3AI8OMB,00000000215,1892
31052020,pjfnsahhoq,EVPF8W6,00000000387,32932
31052020,dgqmllimnt,BJQ64E2,00000000352,19426
31052020,mnvuswvobz,JNEJDON,00000000451,14649
31052020,fulfkerotr,K8I0MP2,00000000679,47037
31052020,qkleaqhbkl,1YXCKNC,00000000869,28780
31052020,hxebqiqitt,F7DSA19,00000000440,49444
31052020,vubbqzxasd,R9ZHNO0,00000000813,40405
31052020,nrvpsyuklj,3WJSA5K,00000000585,31167
31052020,gnkvbanala,77K4JHP,00000000257,48528
31052020,xfhlcyeynf,246X19K,00000000154,36935
31052020,xccihzaaiz,EHTRXJI,00000000817,20165
31052020,vpvaugersy,UMFGI73,00000000356,42340
31052020,kygemlzuxu,7P2A772,00000000579,12017
31052020,iqfamrfkkp,JZMGHOB,00000000572,24149
31052020,mqpclwwqhy,5KHDF3E,00000000192,4754
31052020,dpjzmffbsq,UAK14JA,00000000174,10220
31052020,bbwsfcfjci,N98W1UV,00000000802,12031
31052020,fimrejkfty,5CVNYZV,00000000528,27504
31052020,othuvyqrbi,L64QMHE,00000000103,19601
31052020,tcfgbvnvsh,JVOS6XW,00000000576,3848
31052020,whhijhyiuj,5WH0QHI,00000000323,16340
31052020,lendyqsaor,H0MC52R,00000000514,32358
31052020,eeqofmwauu,QKC05WS,00000000568,38266
31052020,dtnyxdiqhe,OKJWYWT,00000000157,28540
31052020,krfqoyrxrq,B4L0SLH,00000000433,22121
31052020,uebyjhhdcu,01GG7EY,00000000630,1305
31052020,bjjahzlkps,BV3MOY8,00000000575,16186
31052020,qhjzwpexrv,7ZBWPQO,00000000205,22650
31052020,tarlvgkkbs,ONNDLYP,00000000565,46038
31052020,adajssvqom,H59RG6S,00000000198,28138
31052020,gswbienbrg,6YKL9B2,00000000292,10457
31052020,rlqyafbelx,AKOVMWN,00000000374,45437
31052020,stzyeonwma,RU4TNXA,00000000384,13584
31052020,nhkeibxbhk,KNX37ED,00000000108,23518
31052020,ivqrqvswnh,HZ0I2XP,00000000662,38360
01062020,skxtbmorqg,0IHBN61,00000000394,26680
01062020,eubedwggra,S3BPJHL,00000000274,43716
01062020,lugraxgtdl,UXEF10Z,00000000405,31397
01062020,sufwetkndt,X9KQSIN,00000000355,28787
01062020,jvoocqsaoe,M482FOI,00000000273,12821
01062020,pekvsblwsp,BQ56I3Q,00000000631,12810
01062020,xubillqdah,AYP1C8V,00000000754,10319
01062020,xyqkeucbam,8QEXLPK,00000000362,471
01062020,hdmlrfgtae,YC96XYN,00000000365,4375
01062020,uoqldgabrm,WHHQASK,00000000897,12906
01062020,hekctgfgxq,LHNO10H,00000000793,4098
01062020,lvpjahvhmr,LB8BL5C,00000000337,8027
01062020,ejuxcmmaek,OGSKED0,00000000642,21618
01062020,hanjxzlwyn,3AI8OMB,00000000581,13748
01062020,pjfnsahhoq,EVPF8W6,00000000809,38195
01062020,dgqmllimnt,BJQ64E2,00000000698,28010
01062020,mnvuswvobz,JNEJDON,00000000206,22049
01062020,fulfkerotr,K8I0MP2,00000000127,21665
01062020,qkleaqhbkl,1YXCKNC,00000000630,48893
01062020,hxebqiqitt,F7DSA19,00000000343,16147
01062020,vubbqzxasd,R9ZHNO0,00000000491,15112
01062020,nrvpsyuklj,3WJSA5K,00000000115,23419
01062020,gnkvbanala,77K4JHP,00000000580,39352
01062020,xfhlcyeynf,246X19K,00000000549,3168
01062020,xccihzaaiz,EHTRXJI,00000000543,33634
01062020,vpvaugersy,UMFGI73,00000000317,43677
01062020,kygemlzuxu,7P2A772,00000000391,8745
01062020,iqfamrfkkp,JZMGHOB,00000000118,9042
01062020,mqpclwwqhy,5KHDF3E,00000000796,22212
01062020,dpjzmffbsq,UAK14JA,00000000500,40169
01062020,bbwsfcfjci,N98W1UV,00000000172,13966
01062020,fimrejkfty,5CVNYZV,00000000678,43143
01062020,othuvyqrbi,L64QMHE,00000000344,42793
01062020,tcfgbvnvsh,JVOS6XW,00000000852,5078
01062020,whhijhyiuj,5WH0QHI,00000000870,3760
01062020,lendyqsaor,H0MC52R,00000000732,24033
01062020,eeqofmwauu,QKC05WS,00000000406,29758
01062020,dtnyxdiqhe,OKJWYWT,00000000159,39685
01062020,krfqoyrxrq,B4L0SLH,00000000225,6295
01062020,uebyjhhdcu,01GG7EY,00000000234,43214
01062020,bjjahzlkps,BV3MOY8,00000000714,42189
01062020,qhjzwpexrv,7ZBWPQO,00000000146,18491
01062020,tarlvgkkbs,ONNDLYP,00000000149,10741
01062020,adajssvqom,H59RG6S,00000000245,18349
01062020,gswbienbrg,6YKL9B2,00000000569,22723
01062020,rlqyafbelx,AKOVMWN,00000000886,6418
01062020,stzyeonwma,RU4TNXA,00000000819,2318
01062020,nhkeibxbhk,KNX37ED,00000000460,21975
01062020,ivqrqvswnh,HZ0I2XP,00000000797,15479
02062020,skxtbmorqg,0IHBN61,00000000254,49696
02062020,eubedwggra,S3BPJHL,00000000523,46626
02062020,lugraxgtdl,UXEF10Z,00000000190,48269
02062020,sufwetkndt,X9KQSIN,00000000767,34979
02062020,jvoocqsaoe,M482FOI,00000000551,10592
02062020,pekvsblwsp,BQ56I3Q,00000000828,18913
02062020,xubillqdah,AYP1C8V,00000000246,24487
02062020,xyqkeucbam,8QEXLPK,00000000387,661
02062020,hdmlrfgtae,YC96XYN,00000000542,21413
02062020,uoqldgabrm,WHHQASK,00000000662,34392
02062020,hekctgfgxq,LHNO10H,00000000751,49949
02062020,lvpjahvhmr,LB8BL5C,00000000586,15919
02062020,ejuxcmmaek,OGSKED0,00000000689,44070
02062020,hanjxzlwyn,3AI8OMB,00000000136,18269
02062020,pjfnsahhoq,EVPF8W6,00000000132,48283
02062020,dgqmllimnt,BJQ64E2,00000000422,26279
02062020,mnvuswvobz,JNEJDON,00000000105,23779
02062020,fulfkerotr,K8I0MP2,00000000451,39324
02062020,qkleaqhbkl,1YXCKNC,00000000146,42401
02062020,hxebqiqitt,F7DSA19,00000000408,29284
02062020,vubbqzxasd,R9ZHNO0,00000000790,39428
02062020,nrvpsyuklj,3WJSA5K,00000000592,42288
02062020,gnkvbanala,77K4JHP,00000000218,20452
02062020,xfhlcyeynf,246X19K,00000000553,43890
02062020,xccihzaaiz,EHTRXJI,00000000225,14196
02062020,vpvaugersy,UMFGI73,00000000288,29084
02062020,kygemlzuxu,7P2A772,00000000201,38595
02062020,iqfamrfkkp,JZMGHOB,00000000708,15595
02062020,mqpclwwqhy,5KHDF3E,00000000486,10058
02062020,dpjzmffbsq,UAK14JA,00000000606,26033
02062020,bbwsfcfjci,N98W1UV,00000000562,16279
02062020,fimrejkfty,5CVNYZV,00000000452,42532
02062020,othuvyqrbi,L64QMHE,00000000145,48430
02062020,tcfgbvnvsh,JVOS6XW,00000000704,20121
02062020,whhijhyiuj,5WH0QHI,00000000559,11064
02062020,lendyqsaor,H0MC52R,00000000819,8826
02062020,eeqofmwauu,QKC05WS,00000000890,12087
02062020,dtnyxdiqhe,OKJWYWT,00000000638,9327
02062020,krfqoyrxrq,B4L0SLH,00000000141,24116
02062020,uebyjhhdcu,01GG7EY,00000000825,44448
02062020,bjjahzlkps,BV3MOY8,00000000513,1465
02062020,qhjzwpexrv,7ZBWPQO,00000000705,38325
02062020,tarlvgkkbs,ONNDLYP,00000000379,21376
02062020,adajssvqom,H59RG6S,00000000459,13752
02062020,gswbienbrg,6YKL9B2,00000000711,40581
02062020,rlqyafbelx,AKOVMWN,00000000840,30912
02062020,stzyeonwma,RU4TNXA,00000000698,20802
02062020,nhkeibxbhk,KNX37ED,00000000695,43061
02062020,ivqrqvswnh,HZ0I2XP,00000000217,44558
03062020,skxtbmorqg,0IHBN61,00000000247,32900
03062020,eubedwggra,S3BPJHL,00000000592,36490
03062020,lugraxgtdl,UXEF10Z,00000000278,10446
03062020,sufwetkndt,X9KQSIN,00000000199,34894
03062020,jvoocqsaoe,M482FOI,00000000396,49994
03062020,pekvsblwsp,BQ56I3Q,00000000555,36580
03062020,xubillqdah,AYP1C8V,00000000764,6594
03062020,xyqkeucbam,8QEXLPK,00000000880,13628
03062020,hdmlrfgtae,YC96XYN,00000000451,44617
03062020,uoqldgabrm,WHHQASK,00000000579,15394
03062020,hekctgfgxq,LHNO10H,00000000799,15941
03062020,lvpjahvhmr,LB8BL5C,00000000115,30770
03062020,ejuxcmmaek,OGSKED0,00000000410,2981
03062020,hanjxzlwyn,3AI8OMB,00000000183,755
03062020,pjfnsahhoq,EVPF8W6,00000000405,33299
03062020,dgqmllimnt,BJQ64E2,00000000864,8288
03062020,mnvuswvobz,JNEJDON,00000000761,43870
03062020,fulfkerotr,K8I0MP2,00000000840,13613
03062020,qkleaqhbkl,1YXCKNC,00000000665,45750
03062020,hxebqiqitt,F7DSA19,00000000679,10285
03062020,vubbqzxasd,R9ZHNO0,00000000353,15866
03062020,nrvpsyuklj,3WJSA5K,00000000125,20110
03062020,gnkvbanala,77K4JHP,00000000349,8208
03062020,xfhlcyeynf,246X19K,00000000682,32306
03062020,xccihzaaiz,EHTRXJI,00000000523,14139
03062020,vpvaugersy,UMFGI73,00000000371,15724
03062020,kygemlzuxu,7P2A772,00000000603,30020
03062020,iqfamrfkkp,JZMGHOB,00000000551,11220
03062020,mqpclwwqhy,5KHDF3E,00000000465,6790
03062020,dpjzmffbsq,UAK14JA,00000000593,8053
03062020,bbwsfcfjci,N98W1UV,00000000427,20057
03062020,fimrejkfty,5CVNYZV,00000000220,41737
03062020,othuvyqrbi,L64QMHE,00000000688,20649
03062020,tcfgbvnvsh,JVOS6XW,00000000320,16914
03062020,whhijhyiuj,5WH0QHI,00000000895,1080
03062020,lendyqsaor,H0MC52R,00000000636,21997
03062020,eeqofmwauu,QKC05WS,00000000360,21628
03062020,dtnyxdiqhe,OKJWYWT,00000000732,40090
03062020,krfqoyrxrq,B4L0SLH,00000000224,15030
03062020,uebyjhhdcu,01GG7EY,00000000543,32892
03062020,bjjahzlkps,BV3MOY8,00000000528,16464
03062020,qhjzwpexrv,7ZBWPQO,00000000883,38784
03062020,tarlvgkkbs,ONNDLYP,00000000489,33277
03062020,adajssvqom,H59RG6S,00000000230,49088
03062020,gswbienbrg,6YKL9B2,00000000326,13159
03062020,rlqyafbelx,AKOVMWN,00000000753,29220
03062020,stzyeonwma,RU4TNXA,00000000736,20799
03062020,nhkeibxbhk,KNX37ED,00000000194,14403
03062020,ivqrqvswnh,HZ0I2XP,00000000772,48960
04062020,skxtbmorqg,0IHBN61,00000000344,26557
04062020,eubedwggra,S3BPJHL,00000000819,27329
04062020,lugraxgtdl,UXEF10Z,00000000756,7822
04062020,sufwetkndt,X9KQSIN,00000000681,32411
04062020,jvoocqsaoe,M482FOI,00000000316,22007
04062020,pekvsblwsp,BQ56I3Q,00000000430,41302
04062020,xubillqdah,AYP1C8V,00000000447,19520
04062020,xyqkeucbam,8QEXLPK,00000000521,45071
04062020,hdmlrfgtae,YC96XYN,00000000154,36474
04062020,uoqldgabrm,WHHQASK,00000000186,42658
04062020,hekctgfgxq,LHNO10H,00000000382,48027
04062020,lvpjahvhmr,LB8BL5C,00000000599,16805
04062020,ejuxcmmaek,OGSKED0,00000000779,33291
04062020,hanjxzlwyn,3AI8OMB,00000000404,32559
04062020,pjfnsahhoq,EVPF8W6,00000000305,27845
04062020,dgqmllimnt,BJQ64E2,00000000113,12895
04062020,mnvuswvobz,JNEJDON,00000000206,36765
04062020,fulfkerotr,K8I0MP2,00000000479,47331
04062020,qkleaqhbkl,1YXCKNC,00000000182,42269
04062020,hxebqiqitt,F7DSA19,00000000362,18933
04062020,vubbqzxasd,R9ZHNO0,00000000322,46611
04062020,nrvpsyuklj,3WJSA5K,00000000458,33016
04062020,gnkvbanala,77K4JHP,00000000725,27483
04062020,xfhlcyeynf,246X19K,00000000333,12708
04062020,xccihzaaiz,EHTRXJI,00000000618,5431
04062020,vpvaugersy,UMFGI73,00000000276,13671
04062020,kygemlzuxu,7P2A772,00000000779,20814
04062020,iqfamrfkkp,JZMGHOB,00000000594,35644
04062020,mqpclwwqhy,5KHDF3E,00000000726,21476
04062020,dpjzmffbsq,UAK14JA,00000000802,35375
04062020,bbwsfcfjci,N98W1UV,00000000803,11974
04062020,fimrejkfty,5CVNYZV,00000000893,11415
04062020,othuvyqrbi,L64QMHE,00000000725,22492
04062020,tcfgbvnvsh,JVOS6XW,00000000461,2599
04062020,whhijhyiuj,5WH0QHI,00000000615,6586
04062020,lendyqsaor,H0MC52R,00000000688,6811
04062020,eeqofmwauu,QKC05WS,00000000610,10605
04062020,dtnyxdiqhe,OKJWYWT,00000000133,47650
04062020,krfqoyrxrq,B4L0SLH,00000000257,18236
04062020,uebyjhhdcu,01GG7EY,00000000130,46351
04062020,bjjahzlkps,BV3MOY8,00000000725,16953
04062020,qhjzwpexrv,7ZBWPQO,00000000358,41999
04062020,tarlvgkkbs,ONNDLYP,00000000236,11314
04062020,adajssvqom,H59RG6S,00000000558,16735
04062020,gswbienbrg,6YKL9B2,00000000103,3715
04062020,rlqyafbelx,AKOVMWN,00000000467,5257
04062020,stzyeonwma,RU4TNXA,00000000311,24818
04062020,nhkeibxbhk,KNX37ED,00000000686,38998
04062020,ivqrqvswnh,HZ0I2XP,00000000223,38834
05062020,skxtbmorqg,0IHBN61,00000000154,16053
05062020,eubedwggra,S3BPJHL,00000000767,18397
05062020,lugraxgtdl,UXEF10Z,00000000297,44971
05062020,sufwetkndt,X9KQSIN,00000000842,25122
05062020,jvoocqsaoe,M482FOI,00000000786,6823
05062020,pekvsblwsp,BQ56I3Q,00000000764,41263
05062020,xubillqdah,AYP1C8V,00000000402,8891
05062020,xyqkeucbam,8QEXLPK,00000000308,42834
05062020,hdmlrfgtae,YC96XYN,00000000448,44467
05062020,uoqldgabrm,WHHQASK,00000000396,40019
05062020,hekctgfgxq,LHNO10H,00000000359,23102
05062020,lvpjahvhmr,LB8BL5C,00000000873,26901
05062020,ejuxcmmaek,OGSKED0,00000000342,11572
05062020,hanjxzlwyn,3AI8OMB,00000000294,33215
05062020,pjfnsahhoq,EVPF8W6,00000000711,3320
05062020,dgqmllimnt,BJQ64E2,00000000427,29033
05062020,mnvuswvobz,JNEJDON,00000000741,46579
05062020,fulfkerotr,K8I0MP2,00000000763,49093
05062020,qkleaqhbkl,1YXCKNC,00000000446,18310
05062020,hxebqiqitt,F7DSA19,00000000438,30015
05062020,vubbqzxasd,R9ZHNO0,00000000844,44833
05062020,nrvpsyuklj,3WJSA5K,00000000789,39030
05062020,gnkvbanala,77K4JHP,00000000246,19046
05062020,xfhlcyeynf,246X19K,00000000854,1269
05062020,xccihzaaiz,EHTRXJI,00000000389,42137
05062020,vpvaugersy,UMFGI73,00000000184,48227
05062020,kygemlzuxu,7P2A772,00000000674,27784
05062020,iqfamrfkkp,JZMGHOB,00000000386,30195
05062020,mqpclwwqhy,5KHDF3E,00000000272,24565
05062020,dpjzmffbsq,UAK14JA,00000000838,47673
05062020,bbwsfcfjci,N98W1UV,00000000856,5109
05062020,fimrejkfty,5CVNYZV,00000000193,14721
05062020,othuvyqrbi,L64QMHE,00000000474,8482
05062020,tcfgbvnvsh,JVOS6XW,00000000322,1433
05062020,whhijhyiuj,5WH0QHI,00000000241,28187
05062020,lendyqsaor,H0MC52R,00000000471,46145
05062020,eeqofmwauu,QKC05WS,00000000216,30909
05062020,dtnyxdiqhe,OKJWYWT,00000000316,18596
05062020,krfqoyrxrq,B4L0SLH,00000000222,48286
05062020,uebyjhhdcu,01GG7EY,00000000354,47788
05062020,bjjahzlkps,BV3MOY8,00000000708,22562
05062020,qhjzwpexrv,7ZBWPQO,00000000743,15516
05062020,tarlvgkkbs,ONNDLYP,00000000539,38677
05062020,adajssvqom,H59RG6S,00000000370,1504
05062020,gswbienbrg,6YKL9B2,00000000620,6891
05062020,rlqyafbelx,AKOVMWN,00000000329,37560
05062020,stzyeonwma,RU4TNXA,00000000146,6907
05062020,nhkeibxbhk,KNX37ED,00000000298,44661
05062020,ivqrqvswnh,HZ0I2XP,00000000899,31482
06062020,skxtbmorqg,0IHBN61,00000000824,22824
06062020,eubedwggra,S3BPJHL,00000000157,18343
06062020,lugraxgtdl,UXEF10Z,00000000543,42684
06062020,sufwetkndt,X9KQSIN,00000000605,36657
06062020,jvoocqsaoe,M482FOI,00000000481,16012
06062020,pekvsblwsp,BQ56I3Q,00000000305,16973
06062020,xubillqdah,AYP1C8V,00000000743,38325
06062020,xyqkeucbam,8QEXLPK,00000000886,4949
06062020,hdmlrfgtae,YC96XYN,00000000388,25943
06062020,uoqldgabrm,WHHQASK,00000000525,30200
06062020,hekctgfgxq,LHNO10H,00000000747,10961
06062020,lvpjahvhmr,LB8BL5C,00000000464,14700
06062020,ejuxcmmaek,OGSKED0,00000000798,858
06062020,hanjxzlwyn,3AI8OMB,00000000334,13510
06062020,pjfnsahhoq,EVPF8W6,00000000766,26718
06062020,dgqmllimnt,BJQ64E2,00000000275,37884
06062020,mnvuswvobz,JNEJDON,00000000879,31277
06062020,fulfkerotr,K8I0MP2,00000000570,18554
06062020,qkleaqhbkl,1YXCKNC,00000000693,43205
06062020,hxebqiqitt,F7DSA19,00000000351,27117
06062020,vubbqzxasd,R9ZHNO0,00000000686,28176
06062020,nrvpsyuklj,3WJSA5K,00000000496,15445
06062020,gnkvbanala,77K4JHP,00000000112,35744
06062020,xfhlcyeynf,246X19K,00000000471,33789
06062020,xccihzaaiz,EHTRXJI,00000000603,8525
06062020,vpvaugersy,UMFGI73,00000000118,6146
06062020,kygemlzuxu,7P2A772,00000000777,46558
06062020,iqfamrfkkp,JZMGHOB,00000000354,33811
06062020,mqpclwwqhy,5KHDF3E,00000000104,13854
06062020,dpjzmffbsq,UAK14JA,00000000315,40528
06062020,bbwsfcfjci,N98W1UV,00000000214,16937
06062020,fimrejkfty,5CVNYZV,00000000785,9204
06062020,othuvyqrbi,L64QMHE,00000000466,25960
06062020,tcfgbvnvsh,JVOS6XW,00000000550,32921
06062020,whhijhyiuj,5WH0QHI,00000000809,46401
06062020,lendyqsaor,H0MC52R,00000000663,47903
06062020,eeqofmwauu,QKC05WS,00000000538,36881
06062020,dtnyxdiqhe,OKJWYWT,00000000659,26284
06062020,krfqoyrxrq,B4L0SLH,00000000367,38399
06062020,uebyjhhdcu,01GG7EY,00000000492,26102
06062020,bjjahzlkps,BV3MOY8,00000000240,25273
06062020,qhjzwpexrv,7ZBWPQO,00000000319,19071
06062020,tarlvgkkbs,ONNDLYP,00000000561,26181
06062020,adajssvqom,H59RG6S,00000000408,25051
06062020,gswbienbrg,6YKL9B2,00000000504,36184
06062020,rlqyafbelx,AKOVMWN,00000000341,45710
06062020,stzyeonwma,RU4TNXA,00000000294,42555
06062020,nhkeibxbhk,KNX37ED,00000000869,19075
06062020,ivqrqvswnh,HZ0I2XP,00000000655,9635
07062020,skxtbmorqg,0IHBN61,00000000699,46884
07062020,eubedwggra,S3BPJHL,00000000100,35874
07062020,lugraxgtdl,UXEF10Z,00000000717,35167
07062020,sufwetkndt,X9KQSIN,00000000417,313
07062020,jvoocqsaoe,M482FOI,00000000236,21034
07062020,pekvsblwsp,BQ56I3Q,00000000650,3627
07062020,xubillqdah,AYP1C8V,00000000593,46146
07062020,xyqkeucbam,8QEXLPK,00000000719,33890
07062020,hdmlrfgtae,YC96XYN,00000000141,21455
07062020,uoqldgabrm,WHHQASK,00000000789,11007
07062020,hekctgfgxq,LHNO10H,00000000197,4087
07062020,lvpjahvhmr,LB8BL5C,00000000495,45118
07062020,ejuxcmmaek,OGSKED0,00000000336,47596
07062020,hanjxzlwyn,3AI8OMB,00000000889,32799
07062020,pjfnsahhoq,EVPF8W6,00000000323,7486
07062020,dgqmllimnt,BJQ64E2,00000000413,46972
07062020,mnvuswvobz,JNEJDON,00000000592,28179
07062020,fulfkerotr,K8I0MP2,00000000606,4170
07062020,qkleaqhbkl,1YXCKNC,00000000352,21842
07062020,hxebqiqitt,F7DSA19,00000000518,36551
07062020,vubbqzxasd,R9ZHNO0,00000000600,7224
07062020,nrvpsyuklj,3WJSA5K,00000000406,41410
07062020,gnkvbanala,77K4JHP,00000000758,34533
07062020,xfhlcyeynf,246X19K,00000000128,48323
07062020,xccihzaaiz,EHTRXJI,00000000433,22703
07062020,vpvaugersy,UMFGI73,00000000784,46399
07062020,kygemlzuxu,7P2A772,00000000635,31015
07062020,iqfamrfkkp,JZMGHOB,00000000313,25012
07062020,mqpclwwqhy,5KHDF3E,00000000206,7330
07062020,dpjzmffbsq,UAK14JA,00000000176,32139
07062020,bbwsfcfjci,N98W1UV,00000000392,19925
07062020,fimrejkfty,5CVNYZV,00000000698,34559
07062020,othuvyqrbi,L64QMHE,00000000232,46517
07062020,tcfgbvnvsh,JVOS6XW,00000000432,15980
07062020,whhijhyiuj,5WH0QHI,00000000383,16607
07062020,lendyqsaor,H0MC52R,00000000875,25606
07062020,eeqofmwauu,QKC05WS,00000000511,719
07062020,dtnyxdiqhe,OKJWYWT,00000000863,4737
07062020,krfqoyrxrq,B4L0SLH,00000000227,14718
07062020,uebyjhhdcu,01GG7EY,00000000470,23487
07062020,bjjahzlkps,BV3MOY8,00000000565,28026
07062020,qhjzwpexrv,7ZBWPQO,00000000817,4552
07062020,tarlvgkkbs,ONNDLYP,00000000216,34839
07062020,adajssvqom,H59RG6S,00000000729,36480
07062020,gswbienbrg,6YKL9B2,00000000573,47505
07062020,rlqyafbelx,AKOVMWN,00000000579,22322
07062020,stzyeonwma,RU4TNXA,00000000595,38144
07062020,nhkeibxbhk,KNX37ED,00000000660,5991
07062020,ivqrqvswnh,HZ0I2XP,00000000255,37906
08062020,skxtbmorqg,0IHBN61,00000000400,36071
08062020,eubedwggra,S3BPJHL,00000000862,29634
08062020,lugraxgtdl,UXEF10Z,00000000425,2266
08062020,sufwetkndt,X9KQSIN,00000000829,48178
08062020,jvoocqsaoe,M482FOI,00000000828,48556
08062020,pekvsblwsp,BQ56I3Q,00000000539,3398
08062020,xubillqdah,AYP1C8V,00000000288,38036
08062020,xyqkeucbam,8QEXLPK,00000000752,33656
08062020,hdmlrfgtae,YC96XYN,00000000674,2759
08062020,uoqldgabrm,WHHQASK,00000000429,46714
08062020,hekctgfgxq,LHNO10H,00000000661,40942
08062020,lvpjahvhmr,LB8BL5C,00000000267,34960
08062020,ejuxcmmaek,OGSKED0,00000000672,26854
08062020,hanjxzlwyn,3AI8OMB,00000000285,26324
08062020,pjfnsahhoq,EVPF8W6,00000000494,48851
08062020,dgqmllimnt,BJQ64E2,00000000464,36991
08062020,mnvuswvobz,JNEJDON,00000000140,45903
08062020,fulfkerotr,K8I0MP2,00000000572,20552
08062020,qkleaqhbkl,1YXCKNC,00000000138,17386
08062020,hxebqiqitt,F7DSA19,00000000129,25150
08062020,vubbqzxasd,R9ZHNO0,00000000302,36519
08062020,nrvpsyuklj,3WJSA5K,00000000577,48972
08062020,gnkvbanala,77K4JHP,00000000304,1705
08062020,xfhlcyeynf,246X19K,00000000134,3541
08062020,xccihzaaiz,EHTRXJI,00000000646,25008
08062020,vpvaugersy,UMFGI73,00000000656,18586
08062020,kygemlzuxu,7P2A772,00000000359,4494
